severity,anomaly_type,suggested_action,panel_id,parent_drawing_key,split,phase,status,error,quality_flags,panel_entity_count,base_segment_count,split_segment_count,intersection_count,v1_node_count,v1_edge_count,v1_net_count,v1_isolated_edge_ratio,v1_largest_net_edge_ratio,panel_png_path,topology_v1_panel_json_path
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/35KV变电站全套电气二次图#panel_000,_P2_staging/35KV变电站全套电气二次图,train,P2,ok,,high_fragmentation,36196,21185,54389,21054,36434,47978,3342,0.0343,0.0218,datas/qa_and_png/P2_oda_output/35KV变电站全套电气二次图.png,outputs/topology_panel_v1/_P2_staging/35KV变电站全套电气二次图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/35KV变电站全套电气二次图2#panel_000,_P2_staging/35KV变电站全套电气二次图2,train,P2,ok,,high_fragmentation,36196,21185,54389,21054,36434,47978,3342,0.0343,0.0218,datas/qa_and_png/P2_oda_output/35KV变电站全套电气二次图2.png,outputs/topology_panel_v1/_P2_staging/35KV变电站全套电气二次图2#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/35KV变电站全套电气二次图wm666.taobao.com#panel_000,_P2_staging/35KV变电站全套电气二次图wm666.taobao.com,train,P2,ok,,high_fragmentation,36195,21185,54389,21054,36434,47978,3342,0.0343,0.0218,datas/qa_and_png/P2_oda_output/35KV变电站全套电气二次图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/35KV变电站全套电气二次图wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com#panel_000,_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com,train,P2,ok,,high_fragmentation,30319,30087,48165,17480,41835,47424,5518,0.0343,0.048,datas/qa_and_png/P2_oda_output/0武汉某35变电所一次部分施工图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/变电所成套图纸#panel_000,_P2_staging/变电所成套图纸,train,P2,ok,,high_fragmentation,19554,14454,46394,21688,30461,45880,1873,0.0243,0.0382,datas/qa_and_png/P2_oda_output/变电所成套图纸.png,outputs/topology_panel_v1/_P2_staging/变电所成套图纸#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/变电所成套图纸2#panel_000,_P2_staging/变电所成套图纸2,train,P2,ok,,high_fragmentation,19554,14454,46394,21688,30461,45880,1873,0.0243,0.0382,datas/qa_and_png/P2_oda_output/变电所成套图纸2.png,outputs/topology_panel_v1/_P2_staging/变电所成套图纸2#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/变电所成套图纸5#panel_000,_P2_staging/变电所成套图纸5,train,P2,ok,,high_fragmentation,19553,14454,46394,21688,30461,45880,1873,0.0243,0.0382,datas/qa_and_png/P2_oda_output/变电所成套图纸5.png,outputs/topology_panel_v1/_P2_staging/变电所成套图纸5#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/B-变电所-办公楼201411.19_t3#panel_000,_P2_staging/B-变电所-办公楼201411.19_t3,train,P2,ok,,high_fragmentation,25204,26730,45981,12985,35016,45715,4739,0.0255,0.0424,datas/qa_and_png/P2_oda_output/B-变电所-办公楼201411.19_t3.png,outputs/topology_panel_v1/_P2_staging/B-变电所-办公楼201411.19_t3#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/500KV变电站直流系统图纸#panel_000,_P2_staging/500KV变电站直流系统图纸,val,P2,ok,,high_fragmentation,37070,25298,44882,14535,43654,44044,6389,0.1003,0.0132,datas/qa_and_png/P2_oda_output/500KV变电站直流系统图纸.png,outputs/topology_panel_v1/_P2_staging/500KV变电站直流系统图纸#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/500KV变电站直流系统图纸wm666.taobao.com#panel_000,_P2_staging/500KV变电站直流系统图纸wm666.taobao.com,train,P2,ok,,high_fragmentation,37069,25298,44882,14535,43654,44044,6389,0.1003,0.0132,datas/qa_and_png/P2_oda_output/500KV变电站直流系统图纸wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/500KV变电站直流系统图纸wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/35kV变综自接入图#panel_000,_P2_staging/35kV变综自接入图,train,P2,ok,,high_fragmentation,21025,12947,44869,25450,27043,43697,911,0.0061,0.0362,datas/qa_and_png/P2_oda_output/35kV变综自接入图.png,outputs/topology_panel_v1/_P2_staging/35kV变综自接入图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/电站、变电所电气及设备01#panel_000,_P2_staging/电站、变电所电气及设备01,train,P2,ok,,high_fragmentation,25730,22101,47798,18352,34129,42185,2197,0.0224,0.0248,datas/qa_and_png/P2_oda_output/电站、变电所电气及设备01.png,outputs/topology_panel_v1/_P2_staging/电站、变电所电气及设备01#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/10kv变电站全套#panel_000,_P2_staging/10kv变电站全套,train,P2,ok,,high_fragmentation,59103,27076,40456,9223,31045,39824,746,0.0077,0.1165,datas/qa_and_png/P2_oda_output/10kv变电站全套.png,outputs/topology_panel_v1/_P2_staging/10kv变电站全套#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/10kv变电站全套wm666.taobao.com#panel_000,_P2_staging/10kv变电站全套wm666.taobao.com,train,P2,ok,,high_fragmentation,59102,27076,40456,9223,31045,39824,746,0.0077,0.1165,datas/qa_and_png/P2_oda_output/10kv变电站全套wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/10kv变电站全套wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/水泥厂35KV变电站设计全套图纸#panel_000,_P2_staging/水泥厂35KV变电站设计全套图纸,test,P2,ok,,high_fragmentation,33896,19574,42869,22061,28035,39541,2858,0.0316,0.0567,datas/qa_and_png/P2_oda_output/水泥厂35KV变电站设计全套图纸.png,outputs/topology_panel_v1/_P2_staging/水泥厂35KV变电站设计全套图纸#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/黎明变电所－弱电施工#panel_000,_P2_staging/黎明变电所－弱电施工,test,P2,ok,,high_fragmentation,18549,18189,39697,18251,28873,39361,1421,0.0135,0.0932,datas/qa_and_png/P2_oda_output/黎明变电所－弱电施工.png,outputs/topology_panel_v1/_P2_staging/黎明变电所－弱电施工#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/主变部分12.17wm666.taobao.com#panel_000,_P1_staging/主变部分12.17wm666.taobao.com,train,P1,ok,,high_fragmentation,20947,12192,38835,23111,23626,38292,1173,0.0174,0.0873,datas/qa_and_png/P1_oda_output/主变部分12.17wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/主变部分12.17wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch1/某配电工程10kV杆型一缆图#panel_000,_P3_staging_batch1/某配电工程10kV杆型一缆图,train,P3,ok,,high_fragmentation,25077,15706,38294,13964,29507,36617,2783,0.0398,0.0669,datas/qa_and_png/P3_oda_output/某配电工程10kV杆型一缆图.png,outputs/topology_panel_v1/_P3_staging_batch1/某配电工程10kV杆型一缆图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch2/10kV-中置柜进线电气图纸#panel_000,_P3_staging_batch2/10kV-中置柜进线电气图纸,train,P3,ok,,high_fragmentation,6170,29271,34918,5223,31411,34885,2901,0.0078,0.0441,datas/qa_and_png/P3_oda_output/10kV-中置柜进线电气图纸.png,outputs/topology_panel_v1/_P3_staging_batch2/10kV-中置柜进线电气图纸#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,"_P1_staging/KM-1#,2#主变#panel_000","_P1_staging/KM-1#,2#主变",train,P1,ok,,high_fragmentation,20377,9460,34230,18466,20173,32830,338,0.0019,0.0329,"datas/qa_and_png/P1_oda_output/KM-1#,2#主变.png","outputs/topology_panel_v1/_P1_staging/KM-1#,2#主变#panel_000.topology.v1.json"
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/10KV变电所#panel_000,_P2_staging/10KV变电所,train,P2,ok,,high_fragmentation,14308,12662,31574,14941,21142,31317,1080,0.012,0.0856,datas/qa_and_png/P2_oda_output/10KV变电所.png,outputs/topology_panel_v1/_P2_staging/10KV变电所#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/6kv变电站二次线#panel_000,_P2_staging/6kv变电站二次线,train,P2,ok,,high_fragmentation,21705,11813,32696,14518,23192,31275,1410,0.0109,0.0499,datas/qa_and_png/P2_oda_output/6kv变电站二次线.png,outputs/topology_panel_v1/_P2_staging/6kv变电站二次线#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/10kV电力引入（图一）wm666.taobao.com#panel_000,_P3_staging_batch3/10kV电力引入（图一）wm666.taobao.com,train,P3,ok,,high_fragmentation,24584,16210,45379,18833,20067,30589,1388,0.0188,0.0404,datas/qa_and_png/P3_oda_output/10kV电力引入（图一）wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/10kV电力引入（图一）wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/某外资工业园中心变电所施工图#panel_000,_P2_staging/某外资工业园中心变电所施工图,train,P2,ok,,high_fragmentation,10385,18714,30822,9504,23463,30402,1617,0.0097,0.0842,datas/qa_and_png/P2_oda_output/某外资工业园中心变电所施工图.png,outputs/topology_panel_v1/_P2_staging/某外资工业园中心变电所施工图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/某外资工业园中心变电所施工图wm666.taobao.com#panel_000,_P2_staging/某外资工业园中心变电所施工图wm666.taobao.com,train,P2,ok,,high_fragmentation,10384,18714,30822,9504,23463,30402,1617,0.0097,0.0842,datas/qa_and_png/P2_oda_output/某外资工业园中心变电所施工图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/某外资工业园中心变电所施工图wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/10kV部分（出版）wm666.taobao.com#panel_000,_P3_staging_batch3/10kV部分（出版）wm666.taobao.com,train,P3,ok,,high_fragmentation,19111,12699,31715,20709,18461,30023,1140,0.0184,0.0875,datas/qa_and_png/P3_oda_output/10kV部分（出版）wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/10kV部分（出版）wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch1/自行车有限10KV变电室#panel_000,_P3_staging_batch1/自行车有限10KV变电室,train,P3,ok,,high_fragmentation,10276,16951,27780,7745,25287,27687,3221,0.0341,0.0442,datas/qa_and_png/P3_oda_output/自行车有限10KV变电室.png,outputs/topology_panel_v1/_P3_staging_batch1/自行车有限10KV变电室#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch4/动力操作箱原理接线图#panel_000,_P3_staging_batch4/动力操作箱原理接线图,train,P3,ok,,high_fragmentation,17279,11028,28793,15664,18116,27512,1184,0.0146,0.0506,datas/qa_and_png/P3_oda_output/动力操作箱原理接线图.png,outputs/topology_panel_v1/_P3_staging_batch4/动力操作箱原理接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/10KV变电站电气图wm666.taobao.com#panel_000,_P2_staging/10KV变电站电气图wm666.taobao.com,test,P2,ok,,high_fragmentation,18717,13728,26993,10472,22351,26963,2746,0.0531,0.0521,datas/qa_and_png/P2_oda_output/10KV变电站电气图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/10KV变电站电气图wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/某10KV变电站电气完整版图纸wm666.taobao.com#panel_000,_P2_staging/某10KV变电站电气完整版图纸wm666.taobao.com,train,P2,ok,,high_fragmentation,18717,13728,26993,10472,22351,26963,2746,0.0531,0.0521,datas/qa_and_png/P2_oda_output/某10KV变电站电气完整版图纸wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/某10KV变电站电气完整版图纸wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/纵断面布置图#panel_000,_P3_staging_batch3/纵断面布置图,train,P3,ok,,high_fragmentation,4145,3336,27087,13703,14781,26517,235,0.0035,0.0841,datas/qa_and_png/P3_oda_output/纵断面布置图.png,outputs/topology_panel_v1/_P3_staging_batch3/纵断面布置图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/某煤矿变电所电气系统图wm666.taobao.com#panel_000,_P2_staging/某煤矿变电所电气系统图wm666.taobao.com,val,P2,ok,,high_fragmentation,22451,21946,26203,3068,28036,26128,3501,0.0435,0.0243,datas/qa_and_png/P2_oda_output/某煤矿变电所电气系统图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/某煤矿变电所电气系统图wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/电站、变电所电气及设备05#panel_000,_P2_staging/电站、变电所电气及设备05,train,P2,ok,,high_fragmentation,22776,11331,27494,10510,20309,25380,1843,0.0316,0.0277,datas/qa_and_png/P2_oda_output/电站、变电所电气及设备05.png,outputs/topology_panel_v1/_P2_staging/电站、变电所电气及设备05#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/电站、变电所电气及设备06#panel_000,_P2_staging/电站、变电所电气及设备06,train,P2,ok,,high_fragmentation,12843,8355,26560,12463,16073,25101,819,0.016,0.0929,datas/qa_and_png/P2_oda_output/电站、变电所电气及设备06.png,outputs/topology_panel_v1/_P2_staging/电站、变电所电气及设备06#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/某机械工厂变电所全套图-t3#panel_000,_P2_staging/某机械工厂变电所全套图-t3,train,P2,ok,,high_fragmentation,19457,13940,26047,8740,22368,24641,2885,0.0525,0.0266,datas/qa_and_png/P2_oda_output/某机械工厂变电所全套图-t3.png,outputs/topology_panel_v1/_P2_staging/某机械工厂变电所全套图-t3#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/某机械工厂变电所全套图wm666.taobao.com#panel_000,_P2_staging/某机械工厂变电所全套图wm666.taobao.com,train,P2,ok,,high_fragmentation,19456,13940,26047,8740,22368,24641,2885,0.0525,0.0266,datas/qa_and_png/P2_oda_output/某机械工厂变电所全套图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/某机械工厂变电所全套图wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/某化工厂10KV供电系统全套电气图纸wm666.taobao.com#panel_000,_P3_staging_batch3/某化工厂10KV供电系统全套电气图纸wm666.taobao.com,train,P3,ok,,high_fragmentation,16255,12948,24213,8436,23030,24066,2477,0.0312,0.0233,datas/qa_and_png/P3_oda_output/某化工厂10KV供电系统全套电气图纸wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/某化工厂10KV供电系统全套电气图纸wm666.taobao.com#panel_000.topology.v1.json
